article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0174057026,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057027,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057028,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057029,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057030,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057032,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057033,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057035,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010001,All over pattern,81,Light Turquoise,1,Dusty Light,7,Turquoise,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057036,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,22,Yellow,7,Medium,8,Yellow,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057037,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057038,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010017,Stripe,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057039,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0174057040,0174057,FLEECE PYJAMA,295,Pyjama jumpsuit/playsuit,Nightwear,1010006,Dot,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","All-in-one pyjamas in soft, patterned fleece that fasten down the front and along one leg. Ribbing at the cuffs and hems."
0176209023,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209025,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209033,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209035,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010010,Melange,07,Grey,2,Medium Dusty,12,Grey,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209039,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,19,Greenish Khaki,4,Dark,20,Khaki green,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209040,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209044,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176209046,0176209,Mr Harrington w/hood,308,Hoodie,Garment Upper body,1010016,Solid,08,Dark Grey,4,Dark,12,Grey,5283,Jacket Street,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Short, padded jacket with a jersey-lined hood and stand-up collar with a drawstring. Zip down the front, flap side pockets with a press-stud, one inner pocket, and ribbing at the cuffs and hem. Quilted lining."
0176550016,0176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
0176550017,0176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
0176550018,0176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
0176550020,0176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
0176550021,0176550,Sleep bag padded,196,Sleep Bag,Underwear/nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Lightly padded sleep bag in soft, patterned jersey with a jersey lining. The sleep bag is designed for indoor use only."
0176754001,0176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
0176754003,0176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
0176754019,0176754,2 Row Braided Headband (1),74,Hair/alice band,Accessories,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Two-strand hairband with braids in imitation suede and elastic at the back.
0179123001,0179123,Long Leggings,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with an elasticated waist.
0179123040,0179123,Long Leggings (1),273,Leggings/Tights,Garment Lower body,1010010,Melange,08,Dark Grey,4,Dark,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Jersey leggings with an elasticated waist.
0179208001,0179208,Control Top 100 den 1p Tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
0179208008,0179208,Control Top 100 den 1p Tights,273,Leggings/Tights,Garment Lower body,1010010,Melange,09,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Matt opaque tights with a control top to hold in the tummy and bum. 100 denier.
0179393001,0179393,Basic 2p Overknee,302,Socks,Socks & Tights,1010016,Solid,09,Black,4,Dark,5,Black,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit over-the-knee socks.
0179393018,0179393,Basic 2p Overknee,302,Socks,Socks & Tights,1010010,Melange,08,Dark Grey,2,Medium Dusty,12,Grey,3610,Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit over-the-knee socks.
0179950001,0179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
0179950002,0179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
0179950017,0179950,Austin basic leather hip belt,67,Belt,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Leather belt with a metal buckle. Width 2.5 cm.
0181160009,0181160,Eva chelsea boot,87,Boots,Shoes,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,3929,Divided Shoes,D,Divided,2,Divided,52,Divided Accessories,1020,Shoes,Chelsea boots with elasticated gores in the sides and rubber soles.
0181448022,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010016,Solid,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448102,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448103,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010017,Stripe,50,Other Pink,5,Bright,4,Pink,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448104,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010010,Melange,63,Dark Purple,5,Bright,6,Lilac Purple,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448105,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010006,Dot,09,Black,4,Dark,5,Black,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448106,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010017,Stripe,42,Red,7,Medium,18,Red,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0181448109,0181448,Jenny 5-pack,302,Socks,Socks & Tights,1010006,Dot,22,Yellow,7,Medium,8,Yellow,3937,UW,D,Divided,2,Divided,51,Divided Basics,1017,"Under-, Nightwear",Fine-knit socks.
0182909001,0182909,Fleece 1 p tights,273,Leggings/Tights,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,3608,Tights basic,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Opaque tights with an elasticated waist and soft fleece inside.
0183815013,0183815,Bobby elastic waist belt,67,Belt,Accessories,1010026,Other structure,09,Black,4,Dark,5,Black,3509,Belts,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Wide, elastic waist belt with imitation leather details and a metal fastener. Width 6.5 cm."
0184121021,0184121,FIFTY SHADES moulded halternec,298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Bikini top with underwired, moulded, lightly padded cups, a metal fastener at the back, ties at the back of the neck and a bow at the front."
0184123020,0184123,FIFTY SHADES  tie brief,59,Swimwear bottom,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a mid waist and wide ties at the sides.
0184583014,0184583,Robin 3pk solid,286,Underwear bottom,Underwear,1010010,Melange,06,Light Grey,1,Dusty Light,12,Grey,7988,Underwear Jersey,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams, short legs, an elasticated waist and lined front."
0186262001,0186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
0186262006,0186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
0186262007,0186262,4p Claw,72,Hair clip,Accessories,1010016,Solid,31,Light Orange,3,Light,3,Orange,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
0186262013,0186262,4p Claw,72,Hair clip,Accessories,1010019,Transparent,02,Transparent,3,Light,9,White,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Plastic hair claws. Width 2.5 cm.
0186264014,0186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4342,EQ & Special Collections,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
0186264015,0186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,15,Greyish Beige,4,Dark,1,Mole,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
0186264016,0186264,10p Terry w.o. Clip,73,Hair string,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics without metal clips.
0186266004,0186266,10p Basic Terry,73,Hair string,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Hair elastics with metal clips.
0186267001,0186267,12p Claw,72,Hair clip,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,4343,Hair Accessories,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Mini plastic hair claws.
0186372011,0186372,Harem trousers,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
0186372042,0186372,Harem trousers,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
0186372045,0186372,Harem trousers,272,Trousers,Garment Lower body,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Harem trousers in jersey with elastication at the waist and hems.
